type,name,full_name,isin,haircut,value
equity,MTARTECH,,INE864I01014,19.2,80.8
equity,MTNL,,INE153A01019,28.52,71.48
equity,MUKANDLTD,,INE304A01026,22.15,77.85
equity,MUNJALAU,,INE672B01032,19.7,80.3
equity,MUNJALSHOW,,INE577A01027,15.83,84.17
equity,NACLIND,,INE295D01020,21.56,78.44
equity,NAHARCAP,,INE049I01012,27.7,72.3
equity,NAHARINDUS,,INE289A01011,24.59,75.41
equity,NAHARPOLY,,INE308A01027,27.89,72.11
equity,NAHARSPING,,INE290A01027,23.83,76.17
equity,NAM-INDIA,,INE298J01013,16.01,83.99
equity,NATCOPHARM,,INE987B01026,15.55,84.45
equity,NATHBIOGEN,,INE448G01010,21.62,78.38
equity,NATIONALUM,,INE139A01034,21.05,78.95
equity,NAVA,,INE725A01022,27.74,72.26
equity,NAVINFLUOR,,INE048G01026,17.54,82.46
equity,NAVKARCORP,,INE278M01019,29.89,70.11
equity,NAVNETEDUL,,INE060A01024,20.14,79.86
equity,NAZARA,,INE418L01021,23.05,76.95
equity,NBCC,,INE095N01031,21.01,78.99
equity,NCC,,INE868B01028,20.38,79.62
equity,NCLIND,,INE732C01016,17.61,82.39
equity,NDL,,INE875G01030,25.94,74.06
equity,NDRAUTO,,INE07OG01012,26.1,73.9
equity,NECCLTD,,INE553C01016,28.34,71.66
equity,NECLIFE,,INE023H01027,24.65,75.35
equity,NELCAST,,INE189I01024,25.82,74.18
equity,NELCO,,INE045B01015,24.15,75.85
equity,NEOGEN,,INE136S01016,19.88,80.12
equity,NESCO,,INE317F01035,15.64,84.36
equity,NETWORK18,,INE870H01013,26.57,73.43
equity,NEULANDLAB,,INE794A01010,27.29,72.71
equity,NEWGEN,,INE619B01017,19.45,80.55
equity,NFL,,INE870D01012,24.33,75.67
equity,NGLFINE,,INE887E01022,14.37,85.63
equity,NH,,INE410P01011,15.91,84.09
equity,NHPC,,INE848E01016,17.46,82.54
equity,NIACL,,INE470Y01017,22.04,77.96
equity,NIITLTD,,INE161A01038,24.81,75.19
equity,NILKAMAL,,INE310A01015,15.57,84.43
equity,NITINSPIN,,INE229H01012,21.3,78.7
equity,NLCINDIA,,INE589A01014,21.01,78.99
equity,NMDC,,INE584A01023,19.69,80.31
equity,NOCIL,,INE163A01018,19.69,80.31
equity,NOVARTIND,,INE234A01025,21.9,78.1
equity,NRAIL,,INE740D01017,22.71,77.29
equity,NRBBEARING,,INE349A01021,22.17,77.83
equity,NSIL,,INE023A01030,23.94,76.06
equity,NUCLEUS,,INE096B01018,17.68,82.32
equity,NURECA,,INE0DSF01015,22.27,77.73
equity,NUVOCO,,INE118D01016,17.31,82.69
equity,OAL,,INE959C01023,21.46,78.54
equity,OBEROIRLTY,,INE093I01010,18.91,81.09
equity,OCCL,,INE321D01016,16.89,83.11
equity,OFSS,,INE881D01027,13.89,86.11
equity,OIL,,INE274J01014,21.27,78.73
equity,OLECTRA,,INE260D01016,22.69,77.31
equity,OMAXAUTO,,INE090B01011,28.28,71.72
equity,OMAXE,,INE800H01010,35,65
equity,OMINFRAL,,INE239D01028,26.42,73.58
equity,ONMOBILE,,INE809I01019,25.72,74.28
equity,ONWARDTEC,,INE229A01017,24.23,75.77
equity,OPTIEMUS,,INE350C01017,29.29,70.71
equity,ORBTEXP,,INE231G01010,27.83,72.17
equity,ORICONENT,,INE730A01022,23.87,76.13
equity,ORIENTBELL,,INE607D01018,27.21,72.79
equity,ORIENTCEM,,INE876N01018,19.61,80.39
equity,ORIENTELEC,,INE142Z01019,14.83,85.17
equity,ORIENTHOT,,INE750A01020,23.56,76.44
equity,ORIENTPPR,,INE592A01026,24.25,75.75
equity,ORISSAMINE,,INE725E01024,21.84,78.16
equity,OSWALAGRO,,INE142A01012,28.98,71.02
equity,PAGEIND,,INE761H01022,15.21,84.79
equity,PAISALO,,INE420C01059,22.81,77.19
equity,PANACEABIO,,INE922B01023,23.99,76.01
equity,PANAMAPET,,INE305C01029,24.02,75.98
equity,PAR,,INE04LG01015,22.31,77.69
equity,PARADEEP,,INE088F01024,16,84
equity,PARAGMILK,,INE883N01014,21.03,78.97
equity,PARAS,,INE045601015,18.44,81.56
equity,PASUPTAC,,INE818B01023,22.11,77.89
equity,PATELENG,,INE244B01030,35,65
equity,PATINTLOG,,INE529D01014,27.25,72.75
equity,PCBL,,INE602A01031,23.79,76.21
equity,PDMJEPAPER,,INE865T01018,23.75,76.25
equity,PDSL,,INE111Q01021,19.98,80.02
equity,PEL,,INE140A01024,20.88,79.12
equity,PENIND,,INE932A01024,25.21,74.79
equity,PERSISTENT,,INE262H01013,18.94,81.06
equity,PETRONET,,INE347G01014,13.04,86.96
equity,PFC,,INE134E01011,14.66,85.34
equity,PFIZER,,INE182A01018,12.5,87.5
equity,PGEL,,INE457L01011,25.43,74.57
equity,PGHL,,INE199A01012,12.61,87.39
equity,PGIL,,INE940H01014,27.56,72.44
equity,PHOENIXLTD,,INE211B01039,18.36,81.64
equity,PILANIINVS,,INE417C01014,14.97,85.03
equity,PILITA,,INE600A01035,24.51,75.49
equity,PIONEEREMB,,INE156C01018,21.64,78.36
equity,PITTIENG,,INE450D01021,25.87,74.13
equity,PIXTRANS,,INE751B01018,14.26,85.74
equity,PLASTIBLEN,,INE083C01022,18.12,81.88
equity,PNB,,INE160A01022,20.49,79.51
equity,PNBGILTS,,INE859A01011,16.99,83.01
equity,PNBHOUSING,,INE572E01012,23.32,76.68
equity,PNCINFRA,,INE195J01029,18.57,81.43
equity,PODDARMENT,,INE371C01013,19.67,80.33
equity,POKARNA,,INE637C01025,23.58,76.42
equity,POLICYBZR,,INE417T01026,23.87,76.13
equity,POLYCAB,,INE455K01017,16.53,83.47
equity,POLYMED,,INE205C01021,19.53,80.47
equity,POLYPLEX,,INE633B01018,19.91,80.09
equity,PONNIERODE,,INE838E01017,50,50
equity,POONAWALLA,,INE511C01022,23.68,76.32
equity,POWERINDIA,,INE07Y701011,19.36,80.64
equity,PPAP,,INE095I01015,100,0
equity,PPL,,INE050001010,20.05,79.95
equity,PRAJIND,,INE074A01025,21.58,78.42
equity,PRAKASH,,INE603A01013,22.22,77.78
equity,PRAKASHSTL,,INE696K01024,36.82,63.18
equity,PRECAM,,INE484I01029,25.12,74.88
equity,PRECWIRE,,INE372C01037,25.67,74.33
equity,PRESTIGE,,INE811K01011,19.52,80.48
equity,PRICOLLTD,,INE726V01018,25.62,74.38
equity,PRIMESECU,,INE032B01021,21.57,78.43
equity,PRINCEPIPE,,INE689W01016,16.97,83.03
equity,PRITIKAUTO,,INE583R01029,25.75,74.25
equity,PRIVISCL,,INE959A01019,23.79,76.21
equity,PROZONINTU,,INE195N01013,50,50
equity,PRSMJOHNSN,,INE010A01011,19.26,80.74
equity,PRUDENT,,INE00F201020,19.74,80.26
equity,PSB,,INE608A01012,24.16,75.84
equity,PSPPROJECT,,INE488V01015,20.19,79.81
equity,PTL,,INE034D01049,19.64,80.36
equity,PUNJABCHEM,,INE277B01014,19.22,80.78
equity,PURVA,,INE323I01011,24.04,75.96
equity,PVR,,INE191H01014,18.13,81.87
equity,QUESS,,INE615P01015,19.47,80.53
equity,QUICKHEAL,,INE306L01010,19.84,80.16
equity,RADHIKAJWE,,INE583V01013,16.89,83.11
equity,RADICO,,INE944F01028,18.14,81.86
equity,RADIOCITY,,INE919I01024,13.77,86.23
equity,RAILTEL,,INE0DD101019,18.36,81.64
equity,RAIN,,INE855B01025,22.12,77.88
equity,RAINBOW,,INE961O01016,16.91,83.09
equity,RAJESHEXPO,,INE343B01030,19.43,80.57
equity,RAJRATAN,,INE451D01029,26.93,73.07
equity,RALLIS,,INE613A01020,15.79,84.21
equity,RAMAPHO,,INE809A01024,16.89,83.11
equity,RAMASTEEL,,INE230R01035,25.13,74.87
equity,RAMCOCEM,,INE331A01037,16.07,83.93
equity,RAMCOIND,,INE614A01028,17.15,82.85
equity,RAMCOSYS,,INE246B01019,27.47,72.53
equity,RAMKY,,INE874I01013,28.91,71.09
equity,RANASUG,,INE625B01014,50,50
equity,RANEHOLDIN,,INE384A01010,18.63,81.37
equity,RATEGAIN,,INE0CLI01024,21.12,78.88
equity,RATNAMANI,,INE703B01027,16.69,83.31
equity,RAYMOND,,INE301A01014,26.83,73.17
equity,RBA,,INE07T201019,18.87,81.13
equity,RBL,,INE244J01017,18.48,81.52
equity,RBLBANK,,INE976G01028,26.89,73.11
equity,RCF,,INE027A01015,22.85,77.15
equity,RECLTD,,INE020B01018,14.49,85.51
equity,REDINGTON,,INE891D01026,21.25,78.75
equity,REFEX,,INE056I01017,100,0
equity,RELAXO,,INE131B01039,13.23,86.77
equity,RELCHEMQ,,INE750D01016,13.24,86.76
equity,RELIGARE,,INE621H01010,25.54,74.46
equity,RENUKA,,INE087H01022,29.21,70.79
equity,REPL,,INE364Z01019,17.83,82.17
equity,REPRO,,INE461B01014,21.2,78.8
equity,RESPONIND,,INE688D01026,26.81,73.19
equity,REVATHI,,INE617A01013,24.92,75.08
equity,RGL,,INE722H01024,25.79,74.21
equity,RHIM,,INE743M01012,22.44,77.56
equity,RICOAUTO,,INE209B01025,50,50
equity,RIIL,,INE046A01015,26.53,73.47
equity,RITES,,INE320J01015,17.23,82.77
equity,RKFORGE,,INE399G01023,21.12,78.88
equity,RML,,INE050H01012,22.1,77.9
equity,ROLEXRINGS,,INE645S01016,17.41,82.59
equity,ROSSARI,,INE02A801020,15.03,84.97
equity,ROTO,,INE535D01029,13.35,86.65
equity,ROUTE,,INE450U01017,21.78,78.22
equity,RPGLIFE,,INE105J01010,22.86,77.14
equity,RPPINFRA,,INE324L01013,24.44,75.56
equity,RPPL,,INE760W01015,24.46,75.54
equity,RPSGVENT,,INE425Y01011,21.25,78.75
equity,RSSOFTWARE,,INE165B01029,27.25,72.75
equity,RSWM,,INE611A01016,22.68,77.32
equity,RSYSTEMS,,INE411H01032,24.51,75.49
equity,RTNINDIA,,INE834M01019,29.49,70.51
equity,RUCHIRA,,INE803H01014,26.69,73.31
equity,RUPA,,INE895B01021,21.69,78.31
equity,RUSHIL,,INE573K01017,26.49,73.51
equity,RVNL,,INE415G01027,23.34,76.66
equity,SADBHAV,,INE226H01026,100,0
equity,SAFARI,,INE429E01023,20.61,79.39
equity,SAGCEM,,INE229C01021,21.68,78.32
equity,SAIL,,INE114A01011,20.36,79.64
equity,SAKHTISUG,,INE623A01011,50,50
equity,SAKSOFT,,INE667G01023,26.44,73.56
equity,SAKUMA,,INE190H01024,50,50
equity,SALASAR,,INE170V01027,50,50
equity,SALONA,,INE498E01010,30.18,69.82
equity,SALZERELEC,,INE457F01013,25.97,74.03
equity,SANDESH,,INE583B01015,17.21,82.79
equity,SANDHAR,,INE278H01035,15.29,84.71
equity,SANGAMIND,,INE495C01010,25.35,74.65
equity,SANGHVIMOV,,INE989A01024,24.44,75.56
equity,SANOFI,,INE058A01010,12.5,87.5
equity,SANSERA,,INE953O01021,13.89,86.11
equity,SAPPHIRE,,INE806T01012,16.91,83.09
equity,SARDAEN,,INE385C01013,23.33,76.67
equity,SAREGAMA,,INE979A01025,19.66,80.34
equity,SARLAPOLY,,INE453D01025,22.22,77.78
equity,SASKEN,,INE231F01020,20.13,79.87
equity,SASTASUNDR,,INE019J01013,24.07,75.93
equity,SATIA,,INE170E01023,23.19,76.81
equity,SATIN,,INE836B01017,26.33,73.67
equity,SBC,,INE04AK01028,100,0
equity,SBCL,,INE386D01027,26.25,73.75
equity,SCHAEFFLER,,INE513A01022,17.68,82.32
equity,SCHAND,,INE807K01035,24.76,75.24
equity,SCHNEIDER,,INE839M01018,23.31,76.69
equity,SCI,,INE109A01011,20.64,79.36
equity,SEAMECLTD,,INE497B01018,25.72,74.28
equity,SECURCRED,,INE195Y01010,100,0
equity,SELAN,,INE818A01017,26.4,73.6
equity,SEPC,,INE964H01014,30.09,69.91
equity,SEQUENT,,INE807F01027,24.83,75.17
equity,SESHAPAPER,,INE630A01024,22.49,77.51
equity,SFL,,INE916U01025,15.75,84.25
equity,SHAILY,,INE151G01010,15.87,84.13
equity,SHAKTIPUMP,,INE908D01010,22.68,77.32
equity,SHALBY,,INE597J01018,20.11,79.89
equity,SHALPAINTS,,INE849C01026,21.1,78.9
equity,SHANKARA,,INE274V01019,21.57,78.43
equity,SHANTIGEAR,,INE631A01022,24.22,75.78
equity,SHARDACROP,,INE221J01015,25.85,74.15
equity,SHARDAMOTR,,INE597I01028,22.87,77.13
equity,SHAREINDIA,,INE932X01018,20.01,79.99
equity,SHILPAMED,,INE790G01031,20.5,79.5
equity,SHIVALIK,,INE788J01021,17.34,82.66
equity,SHIVAMAUTO,,INE637H01024,24.7,75.3
equity,SHIVAMILLS,,INE644Y01017,28.43,71.57
equity,SHIVATEX,,INE705C01020,26.18,73.82
equity,SHK,,INE500L01026,18.16,81.84
equity,SHREDIGCEM,,INE232A01011,19.09,80.91
equity,SHREEPUSHK,,INE712K01011,23.86,76.14
equity,SHREYANIND,,INE231C01019,25.42,74.58
equity,SHREYAS,,INE757B01015,27.67,72.33
equity,SHRIRAMPPS,,INE217L01019,18.2,81.8
equity,SHYAMCENT,,INE979R01011,26.76,73.24
equity,SHYAMMETL,,INE810G01011,14.8,85.2
equity,SIGACHI,,INE0D0K01014,16.49,83.51
equity,SIRCA,,INE792Z01011,22.56,77.44
equity,SIS,,INE285J01028,14.94,85.06
equity,SIYSIL,,INE076B01028,24.09,75.91
equity,SJS,,INE284S01014,17.65,82.35
equity,SJVN,,INE002L01015,16.13,83.87
equity,SKFINDIA,,INE640A01023,15.87,84.13
equity,SKIPPER,,INE439E01022,28.07,71.93
equity,SMARTLINK,,INE178C01020,25.89,74.11
equity,SMCGLOBAL,,INE103C01036,14.38,85.62
equity,SMLISUZU,,INE294B01019,22.45,77.55
equity,SMLT,,INE017W01010,23.7,76.3
equity,SMSLIFE,,INE320X01016,21.08,78.92
equity,SMSPHARMA,,INE812G01025,22.34,77.66
equity,SNOWMAN,,INE734N01019,22.47,77.53
equity,SOBHA,,INE671H01015,21.94,78.06
equity,SOLARA,,INE624Z01016,26.08,73.92
equity,SOLARINDS,,INE343H01029,17.77,82.23
equity,SOMANYCERA,,INE355A01028,18.3,81.7
equity,SONACOMS,,INE073K01018,18.35,81.65
equity,SONATSOFTW,,INE269A01021,17.73,82.27
equity,SOTL,,INE035D01020,19.73,80.27
equity,SOUTHBANK,,INE683A01023,100,0
equity,SOUTHWEST,,INE980Y01015,22.88,77.12
equity,SPAL,,INE212I01016,24.44,75.56
equity,SPARC,,INE232I01014,22.6,77.4
equity,SPENCERS,,INE020801028,21.36,78.64
equity,SPIC,,INE147A01011,27.87,72.13
equity,SPICEJET,,INE285B01017,21.05,78.95
equity,SPLIL,,INE978G01016,30.66,69.34
equity,SPLPETRO,,INE663A01025,12.82,87.18
equity,SPORTKING,,INE885H01011,15.39,84.61
equity,SREEL,,INE099F01013,21.68,78.32
equity,SRTRANSFIN,,INE721A01013,19.61,80.39
equity,SSWL,,INE802C01033,18.86,81.14
equity,STAR,,INE939A01011,21.47,78.53
equity,STARCEMENT,,INE460H01021,16.29,83.71
equity,STARHEALTH,,INE575P01011,16.57,83.43
equity,STARPAPER,,INE733A01018,20.52,79.48
equity,STCINDIA,,INE655A01013,26.96,73.04
equity,STEELCAS,,INE124E01020,20.14,79.86
equity,STEELCITY,,INE395H01011,21.09,78.91
equity,STEL,,INE577L01016,24.68,75.32
equity,STERTOOLS,,INE334A01023,24.88,75.12
equity,STLTECH,,INE089C01029,22.36,77.64
equity,STOVEKRAFT,,INE00IN01015,18.85,81.15
equity,STYLAMIND,,INE239C01020,19.27,80.73
equity,SUBEXLTD,,INE754A01055,28.64,71.36
equity,SUBROS,,INE287B01021,18.78,81.22
equity,SUDARSCHEM,,INE659A01023,18.21,81.79
equity,SUKHJITS,,INE450E01011,12.5,87.5
equity,SUMICHEM,,INE258G01013,16.55,83.45
equity,SUMMITSEC,,INE519C01017,20.06,79.94
equity,SUNCLAYLTD,,INE105A01035,16.13,83.87
equity,SUNDARMFIN,,INE660A01013,15.25,84.75
equity,SUNDARMHLD,,INE202Z01029,18.17,81.83
equity,SUNDRMFAST,,INE387A01021,15.73,84.27
equity,SUNFLAG,,INE947A01014,25.95,74.05
equity,SUNTECK,,INE805D01034,19.29,80.71
equity,SUNTV,,INE424H01027,16.81,83.19
equity,SUPERHOUSE,,INE712B01010,27.14,72.86
equity,SUPRAJIT,,INE399C01030,18.45,81.55
equity,SUPREMEIND,,INE195A01028,16.12,83.88
equity,SUPRIYA,,INE07RO01027,19.17,80.83
equity,SURYAROSNI,,INE335A01012,23.89,76.11
equity,SURYODAY,,INE428Q01011,22.59,77.41
equity,SUTLEJTEX,,INE645H01027,23.44,76.56
equity,SUVEN,,INE495B01038,23.62,76.38
equity,SUVENPHAR,,INE03QK01018,17.51,82.49
equity,SUZLON,,INE040H01021,31.58,68.42
equity,SVPGLOB,,INE308E01029,25.78,74.22
equity,SWANENERGY,,INE665A01038,25.09,74.91
equity,SWARAJENG,,INE277A01016,14.44,85.56
equity,SWELECTES,,INE409B01013,25.3,74.7
equity,SWSOLAR,,INE00M201021,21,79
equity,SYMPHONY,,INE225D01027,14.76,85.24
equity,SYNGENE,,INE398R01022,15.1,84.9
equity,SYRMA,,INE0DYJ01015,12.5,87.5
equity,TAJGVK,,INE586B01026,19.5,80.5
equity,TAKE,,INE142I01023,24.02,75.98
equity,TALBROAUTO,,INE187D01011,24.19,75.81
equity,TANLA,,INE483C01032,27.22,72.78
equity,TARC,,INE0EK901012,22.06,77.94
equity,TARSONS,,INE144Z01023,17.89,82.11
equity,TASTYBITE,,INE488B01017,18.28,81.72
equity,TATACHEM,,INE092A01019,18.17,81.83
equity,TATACOFFEE,,INE493A01027,16.21,83.79
equity,TATACOMM,,INE151A01013,17.59,82.41
equity,TATAELXSI,,INE670A01012,20.37,79.63
equity,TATAMETALI,,INE056C01010,17.46,82.54
equity,TATAMTRDVR,,IN9155A01020,22.6,77.4
equity,TATASTLLP,,INE674A01014,19.38,80.62
equity,TATVA,,INE0GK401011,15.35,84.65
equity,TBZ,,INE760L01018,20.45,79.55
equity,TCI,,INE688A01022,22.16,77.84
equity,TCIEXP,,INE586V01016,19.16,80.84
equity,TCNSBRANDS,,INE778U01029,21.32,78.68
equity,TDPOWERSYS,,INE419M01027,25.03,74.97
equity,TEAMLEASE,,INE985S01024,18.62,81.38
equity,TECHNOE,,INE285K01026,18.44,81.56
equity,TEGA,,INE011K01018,15.35,84.65
equity,TEJASNET,,INE010J01012,24.18,75.82
equity,TEXINFRA,,INE435C01024,19.46,80.54
equity,TEXMOPIPES,,INE141K01013,24.08,75.92
equity,TEXRAIL,,INE621L01012,26.03,73.97
equity,TFCILTD,,INE305A01015,24,76
equity,THANGAMAYL,,INE085J01014,19.83,80.17
equity,THEMISMED,,INE083B01016,50,50
equity,THERMAX,,INE152A01029,18.18,81.82
equity,THOMASCOOK,,INE332A01027,21.91,78.09
equity,THYROCARE,,INE594H01019,19.64,80.36
equity,TI,,INE133E01013,35,65
equity,TIDEWATER,,INE484C01030,17.51,82.49
equity,TIIL,,INE545H01011,24.75,75.25
equity,TIINDIA,,INE974X01010,20.79,79.21
equity,TIMETECHNO,,INE508G01029,23.3,76.7
equity,TIMKEN,,INE325A01013,21.22,78.78
equity,TINPLATE,,INE422C01014,20.8,79.2
equity,TIPSINDLTD,,INE716B01011,22.05,77.95
equity,TIRUMALCHM,,INE338A01024,24.06,75.94
equity,TMB,,INE668A01016,12.5,87.5
equity,TNPETRO,,INE148A01019,21.18,78.82
equity,TNPL,,INE107A01015,21.05,78.95
equity,TOKYOPLAST,,INE932C01012,24.04,75.96
equity,TORNTPOWER,,INE813H01021,15.35,84.65
equity,TPLPLASTEH,,INE413G01022,29.47,70.53
equity,TRACXN,,INE0HMF01019,15.95,84.05
equity,TREJHARA,,INE00CA01015,28.54,71.46
equity,TRENT,,INE849A01020,17.12,82.88
equity,TRIDENT,,INE064C01022,21.17,78.83
equity,TRIGYN,,INE948A01012,25.76,74.24
equity,TRITURBINE,,INE152M01016,22.91,77.09
equity,TRIVENI,,INE256C01024,26.26,73.74
equity,TRU,,INE615R01029,25.8,74.2
equity,TTKHLTCARE,,INE910C01018,21.39,78.61
equity,TTKPRESTIG,,INE690A01028,16.82,83.18
equity,TTL,,INE592B01016,24.84,75.16
equity,TV18BRDCST,,INE886H01027,26.57,73.43
equity,TVSELECT,,INE236G01019,25.13,74.87
equity,TVSMOTOR,,INE494B01023,15.92,84.08
equity,TVSSRICHAK,,INE421C01016,19.56,80.44
equity,TVTODAY,,INE038F01029,19.57,80.43
equity,UBL,,INE686F01025,13.79,86.21
equity,UCALFUEL,,INE139B01016,20.19,79.81
equity,UCOBANK,,INE691A01018,23.34,76.66
equity,UDAICEMENT,,INE225C01029,16.33,83.67
equity,UFLEX,,INE516A01017,18.45,81.55
equity,UFO,,INE527H01019,20.77,79.23
equity,UGARSUGAR,,INE071E01023,50,50
equity,UGROCAP,,INE583D01011,18.82,81.18
equity,UJJIVANSFB,,INE551W01018,22.15,77.85
equity,UMAEXPORTS,,INE0GIU01018,18.44,81.56
equity,UNICHEMLAB,,INE351A01035,24.43,75.57
equity,UNIDT,,INE961D01019,24.99,75.01
equity,UNIONBANK,,INE692A01016,21.92,78.08
equity,UNIVASTU,,INE562X01013,32.04,67.96
equity,UNIVCABLES,,INE279A01012,22.95,77.05
equity,UNOMINDA,,INE405E01023,18.81,81.19
equity,URJA,,INE550C01020,25.87,74.13
equity,USHAMART,,INE228A01035,25.47,74.53
equity,UTIAMC,,INE094J01016,19.41,80.59
equity,UTTAMSUGAR,,INE786F01031,28.83,71.17
equity,V2RETAIL,,INE945H01013,23.1,76.9
equity,VAIBHAVGBL,,INE884A01027,21.19,78.81
equity,VAISHALI,,INE972X01014,27.94,72.06
equity,VAKRANGEE,,INE051B01021,27.44,72.56
equity,VALIANTORG,,INE565V01010,23.54,76.46
equity,VARDHACRLC,,INE116G01013,21.99,78.01
equity,VARROC,,INE665L01035,22.88,77.12
equity,VASCONEQ,,INE893I01013,27.46,72.54
equity,VBL,,INE200M01013,19.88,80.12
equity,VENKEYS,,INE398A01010,20.42,79.58
equity,VENUSREM,,INE411B01019,25.83,74.17
equity,VERANDA,,INE0IQ001011,18.95,81.05
equity,VESUVIUS,,INE386A01015,18.19,81.81
equity,VETO,,INE918N01018,23.79,76.21
equity,VGUARD,,INE951I01027,15.27,84.73
equity,VHL,,INE701A01023,21.63,78.37
equity,VIDHIING,,INE632C01026,21.25,78.75
equity,VIJAYA,,INE043W01024,20.34,79.66
equity,VIKASECO,,INE806A01020,28.79,71.21
equity,VIMTALABS,,INE579C01029,23.62,76.38
equity,VINATIORGA,,INE410B01037,16.28,83.72
equity,VINDHYATEL,,INE707A01012,20.29,79.71
equity,VIPIND,,INE054A01027,18.91,81.09
equity,VISAKAIND,,INE392A01013,19.3,80.7
equity,VISHAL,,INE755Q01025,22.18,77.82
equity,VISHNU,,INE270I01014,35,65
equity,VISHWARAJ,,INE430N01022,21.66,78.34
equity,VLSFINANCE,,INE709A01018,20.91,79.09
equity,VMART,,INE665J01013,17.38,82.62
equity,VOLTAMP,,INE540H01012,20.49,79.51
equity,VOLTAS,,INE226A01021,15.38,84.62
equity,VRLLOG,,INE366I01010,21.91,78.09
equity,VSSL,,INE050M01012,21.14,78.86
equity,VSTIND,,INE710A01016,12.5,87.5
equity,VSTTILLERS,,INE764D01017,17.8,82.2
equity,VTL,,INE825A01020,21.45,78.55
equity,WABAG,,INE956G01038,20.99,79.01
equity,WATERBASE,,INE054C01015,17.87,82.13
equity,WELCORP,,INE191B01025,23.77,76.23
equity,WELENT,,INE625G01013,22.54,77.46
equity,WELSPUNIND,,INE192B01031,22.23,77.77
equity,WENDT,,INE274C01019,18.73,81.27
equity,WESTLIFE,,INE274F01020,16.88,83.12
equity,WHEELS,,INE715A01015,18.24,81.76
equity,WHIRLPOOL,,INE716A01013,13.83,86.17
equity,WINDLAS,,INE0H5O01029,15.25,84.75
equity,WINDMACHIN,,INE052A01021,28.4,71.6
equity,WOCKPHARMA,,INE049B01025,21.8,78.2
equity,WONDERLA,,INE066O01014,22.49,77.51
equity,WORTH,,INE196Y01018,24.19,75.81
equity,WSTCSTPAPR,,INE976A01021,22.94,77.06
equity,XCHANGING,,INE692G01013,23.31,76.69
equity,YESBANK,,INE528G01035,25.21,74.79
equity,YUKEN,,INE384C01016,16.54,83.46
equity,ZEEL,,INE256A01028,23.12,76.88
equity,ZENSARTECH,,INE520A01027,19.66,80.34
equity,ZENTEC,,INE251B01027,22.42,77.58
equity,ZFCVINDIA,,INE342J01019,14.13,85.87
equity,ZODIACLOTH,,INE206B01013,20.66,79.34
equity,ZOTA,,INE358U01012,21.6,78.4
equity,ZUARI,,INE840M01016,26.32,73.68
equity,ZUARIIND,,INE217A01012,24.35,75.65
equity,ZYDUSLIFE,,INE010B01027,14.36,85.64
equity,ZYDUSWELL,,INE768C01010,13.02,86.98
